datetime,power,capacity,spot_price_prediction
2021-01-01 00:00:00,0.0,0.0,41.93454068211096
2021-01-01 00:30:00,0.0,0.0,32.79170089734227
2021-01-01 01:00:00,0.0,0.0,27.394068695401412
2021-01-01 01:30:00,0.0,0.0,24.098978102133643
2021-01-01 02:00:00,0.0,0.0,18.81475511045582
2021-01-01 02:30:00,0.0,0.0,13.705519903076675
2021-01-01 03:00:00,0.0,0.0,12.066052897708786
2021-01-01 03:30:00,0.0,0.0,12.11215542087892
2021-01-01 04:00:00,0.0,0.0,12.106403019092724
2021-01-01 04:30:00,0.0,0.0,12.892094130379547
2021-01-01 05:00:00,0.0,0.0,12.883874573328612
2021-01-01 05:30:00,0.0,0.0,11.422894738540748
2021-01-01 06:00:00,0.0,0.0,11.220589138726538
2021-01-01 06:30:00,0.0,0.0,11.616619422720646
2021-01-01 07:00:00,0.0,0.0,12.120883906127249
2021-01-01 07:30:00,0.0,0.0,7.181700608681581
2021-01-01 08:00:00,-122.222222222222,0.0,4.947883269026235
2021-01-01 08:30:00,-300.0,54.9999999999999,4.679914749209885
2021-01-01 09:00:00,300.0,190.0,6.479187414562858
2021-01-01 09:30:00,0.0,39.9999999999999,6.154179004992628
2021-01-01 10:00:00,-300.0,39.9999999999999,4.200772308417697
2021-01-01 10:30:00,-300.0,175.0,4.7947855898503065
2021-01-01 11:00:00,-300.0,310.0,3.161679178261039
2021-01-01 11:30:00,0.0,445.0,5.416032482789461
2021-01-01 12:00:00,-300.0,445.0,4.656230485014689
2021-01-01 12:30:00,0.0,580.0,5.1676117492743
2021-01-01 13:00:00,0.0,580.0,5.778210678786294
2021-01-01 13:30:00,0.0,580.0,11.18869629679432
2021-01-01 14:00:00,0.0,580.0,16.80995036839802
2021-01-01 14:30:00,0.0,580.0,16.53217805120927
2021-01-01 15:00:00,0.0,580.0,22.07944149763958
2021-01-01 15:30:00,0.0,580.0,27.099230567897365
2021-01-01 16:00:00,0.0,580.0,31.295460007541838
2021-01-01 16:30:00,0.0,580.0,35.73886690211111
2021-01-01 17:00:00,-1.13686837721616e-13,580.0,42.50238075121665
2021-01-01 17:30:00,0.0,580.0,47.600855400653074
2021-01-01 18:00:00,300.0,580.0,49.02419172758229
2021-01-01 18:30:00,300.0,430.0,49.49212721941761
