time,spot_price_nsw,spot_price_sa,spot_price_tas,spot_price_vic,inter_gen_nsw,inter_gen_sa,inter_gen_tas,inter_gen_vic,demand_nsw,demand_sa,demand_tas,demand_vic,period
2021-02-15 16:00:00,35.52,34.0,36.44,33.7,156.77,75.78,85.56,169.77,7692,1064,1141,5087,33
2021-02-15 16:30:00,34.31,34.76,36.35,33.81,163.37,79.6,85.4,169.01,7903,1183,1158,5300,34
2021-02-15 17:00:00,34.09,35.9,38.89,34.36,153.98,94.11,91.79,171.13,8150,1301,1196,5591,35
2021-02-15 17:30:00,35.73,38.03,38.09,34.96,150.97,102.27,93.53,168.19,8285,1457,1202,5797,36
2021-02-15 18:00:00,40.82,44.99,43.43,39.95,128.54,106.71,94.09,176.06,8355,1610,1208,5899,37
2021-02-15 18:30:00,43.62,50.76,36.95,42.83,113.62,101.71,87.21,146.31,8328,1726,1196,5822,38
2021-02-15 19:00:00,46.86,60.22,35.83,47.15,95.03,101.22,73.64,121.11,8261,1805,1183,5744,39
2021-02-15 19:30:00,39.17,50.91,36.49,38.72,86.22,107.01,70.55,129.96,8233,1822,1182,5614,40
2021-02-15 20:00:00,37.16,43.92,36.6,37.49,88.85,113.45,68.94,125.46,8100,1795,1180,5584,41
2021-02-15 20:30:00,36.36,40.42,35.62,35.67,94.25,119.77,77.6,125.52,7919,1761,1154,5459,42
2021-02-15 21:00:00,35.41,38.14,34.88,34.38,95.85,139.24,96.2,115.64,7684,1703,1109,5243,43
2021-02-15 21:30:00,35.07,36.09,34.44,33.11,91.2,158.37,104.68,93.03,7628,1615,1083,5069,44
2021-02-15 22:00:00,33.11,31.07,32.33,29.57,86.24,165.44,106.13,69.27,7522,1550,1074,4894,45
2021-02-15 22:30:00,36.46,33.93,33.9,32.74,89.09,157.44,99.1,55.4,7451,1479,1050,4757,46
2021-02-15 23:00:00,35.49,32.84,32.85,31.75,65.0,160.13,100.03,44.09,7380,1446,1031,4711,47
2021-02-15 23:30:00,35.5,33.75,33.56,32.43,73.28,132.82,93.98,40.17,7245,1409,1014,4834,48
2021-02-16 00:00:00,34.95,35.69,34.14,33.17,80.48,102.21,95.45,39.97,7102,1545,1002,4834,1
2021-02-16 00:30:00,35.45,35.56,33.54,32.71,72.19,91.89,108.9,51.22,6957,1525,996,4668,2
2021-02-16 01:00:00,35.15,36.24,33.45,32.48,74.48,95.22,126.76,61.02,6747,1490,993,4525,3
2021-02-16 01:30:00,32.58,33.07,32.34,29.77,61.58,82.86,117.33,65.43,6466,1407,984,4442,4
2021-02-16 02:00:00,32.43,32.25,32.63,29.18,69.25,73.18,111.21,63.06,6263,1339,978,4312,5
2021-02-16 02:30:00,32.46,31.12,32.34,28.96,61.01,83.85,100.41,64.06,6147,1281,978,4224,6
2021-02-16 03:00:00,32.36,31.4,32.36,28.95,54.77,64.26,113.35,71.51,6056,1279,980,4164,7
2021-02-16 03:30:00,32.29,31.56,32.33,28.95,68.85,66.28,118.28,74.03,6087,1267,988,4159,8
2021-02-16 04:00:00,32.47,31.53,34.46,28.95,69.33,86.73,114.84,69.87,6104,1261,999,4159,9
2021-02-16 04:30:00,33.99,32.35,34.12,29.76,56.13,94.01,122.54,76.66,6338,1261,1018,4263,10
2021-02-16 05:00:00,35.49,33.93,34.78,31.38,58.6,104.18,116.18,82.67,6571,1282,1042,4375,11
2021-02-16 05:30:00,35.86,34.74,33.6,32.15,61.8,97.92,120.42,137.2,7040,1300,1086,4590,12
2021-02-16 06:00:00,38.44,40.08,36.8,35.65,64.33,105.65,125.86,166.93,7430,1382,1133,4754,13
2021-02-16 06:30:00,38.07,45.69,38.45,37.12,63.22,94.86,116.16,157.16,7628,1476,1182,4964,14
2021-02-16 07:00:00,35.73,63.87,36.81,35.3,82.52,82.17,114.98,168.61,7721,1533,1206,5039,15
2021-02-16 07:30:00,32.36,61.11,34.44,30.98,94.89,80.58,122.8,137.49,7787,1557,1197,5039,16
2021-02-16 08:00:00,34.06,23.87,32.66,19.96,92.14,79.95,134.69,125.14,7752,1474,1166,4985,17
2021-02-16 08:30:00,36.34,34.56,34.3,21.89,84.84,71.38,147.18,140.68,7794,1416,1144,4987,18
2021-02-16 09:00:00,35.1,44.79,33.03,21.53,96.29,47.37,154.64,137.38,7692,1421,1116,4775,19
2021-02-16 09:30:00,34.84,13.2,32.24,12.05,97.33,35.47,152.96,131.25,7553,1280,1102,4724,20
2021-02-16 10:00:00,34.41,6.22,32.24,5.96,90.22,31.1,149.0,111.93,7441,1173,1091,4712,21
2021-02-16 10:30:00,34.47,6.16,32.24,6.01,93.54,27.74,145.61,99.53,7337,1106,1081,4752,22
2021-02-16 11:00:00,34.16,12.33,32.24,11.78,89.75,20.25,146.08,86.83,7294,1083,1066,4824,23
2021-02-16 11:30:00,35.84,6.39,32.24,5.64,93.62,12.73,146.84,73.35,7313,1098,1055,4811,24
2021-02-16 12:00:00,36.26,34.39,33.19,31.26,105.05,9.23,146.81,59.64,7326,1120,1050,4829,25
2021-02-16 12:30:00,36.73,44.49,37.88,36.74,118.93,6.5,146.67,44.55,7364,1180,1039,4907,26
2021-02-16 13:00:00,36.06,56.07,37.16,36.6,118.51,10.45,150.04,37.64,7377,1316,1047,4934,27
2021-02-16 13:30:00,36.23,45.15,33.34,34.59,115.29,13.63,150.68,31.68,7399,1289,1072,5097,28
2021-02-16 14:00:00,35.74,42.7,29.29,34.17,112.19,11.74,151.31,31.28,7445,1307,1076,5206,29
2021-02-16 14:30:00,40.29,50.41,35.07,40.39,127.48,22.42,150.01,25.96,7472,1387,1079,5451,30
2021-02-16 15:00:00,38.82,101.99,33.68,40.03,128.31,41.85,151.82,24.36,7611,1457,1088,5768,31
2021-02-16 15:30:00,42.29,53.57,41.44,45.09,118.54,40.51,151.33,20.36,7784,1558,1116,6172,32
2021-02-16 16:00:00,46.52,61.4,46.83,51.69,133.49,36.19,151.27,24.08,8051,1674,1129,6530,33
2021-02-16 16:30:00,37.83,54.11,40.62,44.43,139.03,31.31,154.26,34.72,8280,1833,1154,6721,34
2021-02-16 17:00:00,40.56,185.67,45.53,50.76,122.88,25.19,133.71,38.6,8505,1954,1173,6920,35
2021-02-16 17:30:00,35.95,161.73,38.34,41.79,162.32,27.41,153.16,50.32,8570,2061,1185,6929,36
2021-02-16 18:00:00,41.76,154.1,17.44,47.23,145.73,31.82,154.36,48.58,8637,2156,1201,6827,37
2021-02-16 18:30:00,44.71,172.27,15.84,50.55,127.18,32.04,156.07,48.89,8619,2278,1192,6679,38
2021-02-16 19:00:00,58.32,97.44,11.36,63.51,113.03,51.43,158.23,51.64,8543,2254,1184,6583,39
2021-02-16 19:30:00,44.46,90.96,11.36,45.45,99.43,70.55,156.19,58.33,8549,2213,1187,6363,40
2021-02-16 20:00:00,36.72,61.07,11.36,36.18,78.92,71.77,155.58,67.4,8379,2151,1188,6253,41
2021-02-16 20:30:00,37.22,59.5,33.02,36.54,60.5,90.72,154.79,74.16,8173,2094,1165,6033,42
2021-02-16 21:00:00,34.97,61.47,31.19,34.47,56.8,113.12,157.44,68.19,7926,2024,1135,5726,43
2021-02-16 21:30:00,34.07,61.05,28.89,30.78,48.15,127.07,157.21,76.07,7799,1924,1114,5497,44
2021-02-16 22:00:00,34.19,52.64,28.04,30.62,36.61,145.74,155.77,76.2,7679,1844,1081,5269,45
2021-02-16 22:30:00,40.0,43.21,33.79,36.66,29.93,164.42,160.41,79.54,7610,1743,1053,5032,46
2021-02-16 23:00:00,35.27,42.0,29.71,32.56,36.36,162.6,161.98,91.18,7497,1667,1032,4967,47
2021-02-16 23:30:00,35.41,38.01,29.92,33.04,25.81,154.49,164.25,93.66,7331,1612,1013,5069,48
2021-02-17 00:00:00,35.09,35.05,25.35,30.36,23.14,134.23,163.75,92.79,7216,1728,996,5058,1
2021-02-17 00:30:00,35.82,19.02,16.75,17.01,15.9,144.4,161.13,104.26,7004,1685,989,4825,2
2021-02-17 01:00:00,35.47,31.66,101.07,28.66,13.67,155.69,153.34,91.24,6779,1605,984,4660,3
2021-02-17 01:30:00,34.99,22.75,16.61,21.01,13.25,114.1,153.61,81.12,6524,1501,978,4548,4
2021-02-17 02:00:00,28.33,17.93,13.1,16.57,11.53,108.73,151.59,73.53,6322,1449,977,4387,5
2021-02-17 02:30:00,26.6,15.37,11.72,14.32,29.55,112.53,152.13,78.63,6164,1413,973,4327,6
2021-02-17 03:00:00,26.61,14.32,11.64,13.38,33.89,127.3,151.04,67.59,6120,1403,979,4212,7
2021-02-17 03:30:00,27.96,12.57,11.52,11.85,38.39,115.63,152.42,63.78,6121,1382,974,4187,8
2021-02-17 04:00:00,30.49,21.19,17.01,19.77,41.41,119.56,149.78,69.67,6176,1353,969,4219,9
2021-02-17 04:30:00,35.71,31.65,28.71,29.53,46.53,133.38,146.03,68.36,6391,1352,986,4306,10
2021-02-17 05:00:00,35.87,35.19,30.39,32.3,45.88,138.92,153.92,62.34,6611,1383,1003,4410,11
2021-02-17 05:30:00,35.86,34.74,27.2,32.79,33.8,161.72,155.2,56.88,7037,1414,1044,4642,12
2021-02-17 06:00:00,38.64,38.09,25.05,35.96,31.99,186.61,160.36,55.61,7452,1500,1090,4840,13
2021-02-17 06:30:00,35.01,34.45,31.96,32.38,25.71,193.16,161.73,61.17,7710,1568,1156,5038,14
2021-02-17 07:00:00,34.9,37.73,32.65,33.86,28.7,192.64,159.74,75.87,7858,1646,1185,5151,15
2021-02-17 07:30:00,28.78,30.41,27.14,27.46,47.24,186.5,162.72,83.37,7869,1654,1162,5133,16
2021-02-17 08:00:00,27.78,28.34,25.48,26.08,76.16,172.29,162.33,82.64,7757,1607,1132,5110,17
2021-02-17 08:30:00,28.81,28.9,53.0,26.99,87.33,153.03,161.58,87.02,7654,1573,1117,5043,18
2021-02-17 09:00:00,31.62,31.59,44.19,29.9,80.91,139.1,161.26,83.0,7656,1561,1087,4948,19
2021-02-17 09:30:00,34.92,33.99,21.08,32.91,80.13,118.39,158.92,58.16,7671,1502,1060,4871,20
2021-02-17 10:00:00,35.17,33.9,27.67,32.96,82.87,89.27,157.97,45.05,7637,1471,1049,4847,21
2021-02-17 10:30:00,35.38,36.21,30.04,34.4,89.77,68.87,158.86,32.49,7536,1460,1028,4880,22
2021-02-17 11:00:00,35.63,41.56,34.15,36.48,97.81,58.72,188.44,17.76,7413,1473,997,4941,23
2021-02-17 11:30:00,34.21,40.86,33.04,34.96,97.31,46.45,189.22,9.76,7254,1496,992,5106,24
2021-02-17 12:00:00,35.29,42.66,32.62,35.71,92.35,30.82,189.67,4.52,7216,1527,981,5305,25
2021-02-17 12:30:00,35.8,44.16,30.69,37.1,97.26,24.24,188.42,3.93,7234,1591,998,5479,26
2021-02-17 13:00:00,34.43,42.93,28.54,36.11,112.26,20.18,189.94,8.85,7235,1671,1005,5673,27
2021-02-17 13:30:00,37.68,46.6,34.21,39.28,98.6,21.34,192.0,17.98,7254,1704,1018,5860,28
2021-02-17 14:00:00,40.74,51.42,37.36,43.26,104.88,15.21,192.31,32.46,7263,1769,1029,6034,29
2021-02-17 14:30:00,40.43,51.8,38.64,44.06,105.47,33.78,191.56,43.77,7358,1817,1044,6195,30
2021-02-17 15:00:00,40.32,54.54,38.95,45.47,110.91,43.23,192.1,51.88,7467,1880,1059,6411,31
2021-02-17 15:30:00,40.33,60.82,37.74,45.98,106.44,43.49,191.8,62.95,7615,2007,1059,6645,32
2021-02-17 16:00:00,37.36,66.99,38.36,42.36,112.39,42.77,192.56,76.0,7773,2145,1074,6891,33
2021-02-17 16:30:00,34.73,62.08,36.82,40.24,126.97,48.31,192.31,79.5,8002,2283,1108,7094,34
2021-02-17 17:00:00,36.54,164.02,39.87,43.92,120.52,70.23,190.78,92.5,8220,2404,1134,7350,35
2021-02-17 17:30:00,33.98,248.65,35.95,39.5,114.04,92.32,191.07,104.82,8320,2523,1145,7324,36
2021-02-17 18:00:00,41.8,94.26,32.36,48.24,99.45,99.12,190.91,117.95,8395,2593,1150,7420,37
2021-02-17 18:30:00,53.45,230.94,32.36,62.25,79.0,107.41,186.08,161.75,8438,2716,1154,7407,38
2021-02-17 19:00:00,61.85,252.2,28.86,69.09,63.76,114.27,186.58,208.16,8430,2756,1139,7189,39
2021-02-17 19:30:00,35.32,218.6,19.15,37.55,67.39,125.94,185.76,212.14,8402,2726,1139,6931,40
2021-02-17 20:00:00,35.55,113.4,21.62,36.61,71.05,182.59,190.43,217.06,8236,2647,1148,6716,41
2021-02-17 20:30:00,35.45,58.32,28.69,34.96,68.91,194.87,190.01,217.73,7976,2571,1133,6475,42
2021-02-17 21:00:00,35.98,49.88,32.6,36.27,70.31,198.53,189.51,210.03,7766,2474,1108,6110,43
2021-02-17 21:30:00,34.69,40.08,27.97,33.32,78.75,208.4,197.94,193.32,7726,2329,1088,5788,44
2021-02-17 22:00:00,33.65,35.3,27.94,30.81,64.91,196.84,202.33,171.05,7622,2190,1066,5500,45
2021-02-17 22:30:00,37.67,34.48,27.76,30.61,55.36,194.56,203.38,154.42,7571,2066,1032,5275,46
2021-02-17 23:00:00,34.99,26.32,25.17,24.21,60.67,182.94,201.8,147.08,7450,1967,998,5104,47
2021-02-17 23:30:00,34.74,34.23,31.03,32.27,56.51,192.52,198.19,140.69,7341,1881,993,5212,48
2021-02-18 00:00:00,35.09,34.28,29.28,31.69,60.35,217.34,195.52,128.08,7201,1984,994,5150,1
2021-02-18 00:30:00,35.15,31.73,29.94,30.15,72.95,226.05,186.6,129.27,7022,1923,995,4925,2
2021-02-18 01:00:00,35.15,17.04,49.99,16.67,68.27,211.73,180.19,133.4,6821,1842,992,4761,3
2021-02-18 01:30:00,33.88,21.75,20.91,22.04,75.75,192.36,177.03,133.95,6553,1746,984,4627,4
2021-02-18 02:00:00,28.37,23.25,23.82,23.21,98.53,174.11,178.02,136.18,6349,1669,987,4478,5
2021-02-18 02:30:00,26.64,19.27,19.99,19.45,92.38,204.66,178.51,138.55,6217,1634,984,4391,6
2021-02-18 03:00:00,26.76,12.33,12.85,12.52,88.44,194.13,178.22,149.26,6121,1616,979,4335,7
2021-02-18 03:30:00,28.05,6.18,6.5,6.37,82.19,189.54,179.12,197.96,6130,1588,965,4320,8
2021-02-18 04:00:00,29.52,8.26,8.69,8.47,87.89,186.03,176.35,202.1,6199,1585,985,4344,9
2021-02-18 04:30:00,34.66,13.34,14.09,13.62,87.19,183.98,179.79,216.01,6383,1568,1003,4437,10
2021-02-18 05:00:00,35.25,9.86,10.39,10.13,96.18,195.62,179.58,222.2,6603,1586,1015,4596,11
2021-02-18 05:30:00,35.47,21.92,23.03,22.41,89.1,210.93,177.48,214.22,7036,1618,1071,4939,12
2021-02-18 06:00:00,36.35,33.46,34.17,33.42,94.56,219.22,182.05,210.84,7386,1689,1117,5160,13
2021-02-18 06:30:00,35.77,34.6,32.74,33.41,97.42,186.94,183.22,215.83,7707,1760,1171,5480,14
2021-02-18 07:00:00,35.29,38.81,33.33,34.52,100.46,222.22,184.21,212.83,7840,1851,1151,5618,15
2021-02-18 07:30:00,27.46,30.85,27.17,26.63,107.93,212.36,183.96,201.75,7888,1892,1117,5523,16
2021-02-18 08:00:00,26.68,18.11,16.86,16.41,126.12,212.72,182.55,214.51,7768,1846,1091,5468,17
2021-02-18 08:30:00,27.58,7.05,15.84,6.61,128.01,209.35,177.2,220.66,7755,1814,1081,5403,18
2021-02-18 09:00:00,29.25,2.57,10.8,2.47,124.05,185.4,174.68,229.25,7685,1775,1061,5306,19
2021-02-18 09:30:00,30.48,1.98,6.45,2.04,124.22,188.6,174.41,218.95,7749,1738,1042,5163,20
2021-02-18 10:00:00,27.14,-8.69,10.33,-9.24,109.96,198.21,173.68,202.58,7718,1701,1038,5124,21
2021-02-18 10:30:00,35.76,-18.83,-21.03,-20.37,135.03,178.64,172.27,191.13,7651,1668,1024,5116,22
2021-02-18 11:00:00,30.93,7.51,8.23,8.16,111.64,158.87,174.67,168.31,7627,1649,1029,5168,23
2021-02-18 11:30:00,34.27,1.35,2.12,1.51,103.66,153.41,182.41,160.0,7685,1669,1018,5213,24
2021-02-18 12:00:00,30.85,13.97,15.34,14.99,113.43,152.14,182.28,152.78,7530,1681,1022,5301,25
2021-02-18 12:30:00,29.85,17.13,18.42,18.21,118.48,146.18,181.76,121.15,7401,1709,1020,5429,26
2021-02-18 13:00:00,32.76,33.66,31.56,34.33,124.72,123.36,181.79,90.82,7427,1738,1022,5536,27
2021-02-18 13:30:00,32.14,33.08,34.72,33.47,116.64,103.29,180.42,70.89,7465,1768,1032,5734,28
2021-02-18 14:00:00,31.89,33.67,30.43,33.78,123.53,94.49,179.34,52.69,7537,1825,1048,5958,29
2021-02-18 14:30:00,33.79,38.92,34.63,38.14,136.12,95.26,168.28,40.94,7528,1867,1070,6161,30
2021-02-18 15:00:00,33.61,37.41,32.87,36.14,125.75,91.64,169.05,39.38,7632,1933,1092,6423,31
2021-02-18 15:30:00,36.9,43.29,33.04,40.91,127.14,89.82,167.67,42.43,7837,2056,1121,6797,32
2021-02-18 16:00:00,35.75,44.87,36.25,40.54,134.03,74.46,170.13,53.45,8058,2188,1139,7081,33
2021-02-18 16:30:00,38.87,54.85,33.37,46.41,127.45,69.39,169.24,59.21,8251,2342,1154,7326,34
2021-02-18 17:00:00,43.62,61.34,36.76,51.59,120.38,63.23,169.98,67.99,8480,2469,1196,7524,35
2021-02-18 17:30:00,33.45,53.94,26.65,38.39,113.52,77.85,173.38,82.09,8507,2610,1209,7621,36
2021-02-18 18:00:00,44.55,68.21,39.09,51.89,98.63,78.2,170.95,91.65,8597,2709,1221,7705,37
2021-02-18 18:30:00,44.19,63.24,11.36,52.15,87.14,84.36,169.92,109.83,8542,2796,1219,7714,38
2021-02-18 19:00:00,99.08,138.41,11.34,115.25,96.01,70.08,170.37,112.82,8545,2830,1200,7574,39
2021-02-18 19:30:00,54.12,127.58,11.34,60.88,69.99,67.99,171.16,101.49,8524,2799,1198,7322,40
2021-02-18 20:00:00,43.61,84.96,11.34,48.22,78.04,55.19,171.73,97.82,8393,2705,1191,7149,41
2021-02-18 20:30:00,35.34,80.66,12.45,38.1,73.17,54.74,172.74,132.32,8127,2622,1185,6817,42
2021-02-18 21:00:00,35.37,57.63,26.41,36.77,76.61,69.02,177.15,178.96,7932,2480,1149,6458,43
2021-02-18 21:30:00,34.55,47.71,25.81,29.76,80.73,117.87,180.47,211.14,7784,2374,1102,6108,44
2021-02-18 22:00:00,33.42,42.9,26.24,25.07,97.38,160.33,180.11,209.74,7688,2249,1092,5743,45
2021-02-18 22:30:00,37.62,40.13,35.08,35.02,89.56,191.94,180.34,205.52,7614,2103,1053,5477,46
2021-02-18 23:00:00,35.47,28.02,27.77,25.19,71.66,212.97,180.43,201.22,7474,1998,1032,5319,47
2021-02-18 23:30:00,35.47,30.28,31.35,27.99,69.71,247.32,180.7,231.4,7379,1929,1009,5347,48
2021-02-19 00:00:00,33.82,34.63,17.13,31.18,56.11,270.34,177.78,254.33,7253,2019,993,5278,1
2021-02-19 00:30:00,35.02,24.22,16.04,22.64,38.54,281.84,172.64,281.99,7106,1954,964,5040,2
2021-02-19 01:00:00,34.98,22.06,19.99,20.81,39.88,273.54,169.09,291.06,6923,1861,957,4856,3
2021-02-19 01:30:00,34.99,13.23,13.14,12.92,32.43,271.52,165.13,283.65,6610,1753,961,4726,4
2021-02-19 02:00:00,30.74,9.03,8.9,8.72,30.34,262.84,163.33,302.15,6409,1703,974,4553,5
2021-02-19 02:30:00,28.82,5.8,5.84,5.71,40.26,260.33,161.97,298.96,6274,1655,970,4488,6
2021-02-19 03:00:00,31.17,2.51,2.56,2.51,44.1,269.58,134.4,301.93,6206,1638,966,4401,7
2021-02-19 03:30:00,34.16,-1.22,-1.22,-1.18,50.19,266.09,143.05,319.52,6262,1651,978,4421,8
2021-02-19 04:00:00,32.92,-5.58,-5.65,-5.47,43.86,261.2,134.59,309.94,6319,1632,994,4440,9
2021-02-19 04:30:00,33.93,2.41,2.61,2.51,44.87,249.87,135.93,306.92,6529,1601,1011,4571,10
2021-02-19 05:00:00,33.78,4.79,5.21,5.01,40.57,259.3,148.06,309.46,6754,1616,1034,4718,11
2021-02-19 05:30:00,35.5,6.06,6.62,6.41,47.9,256.55,160.49,301.9,7159,1634,1058,4995,12
2021-02-19 06:00:00,36.42,20.04,21.38,20.61,37.2,234.81,159.57,285.9,7525,1690,1095,5260,13
2021-02-19 06:30:00,38.88,36.02,37.43,36.35,29.92,227.65,161.11,271.67,7855,1754,1149,5597,14
2021-02-19 07:00:00,36.52,35.14,34.78,34.2,60.2,215.71,152.96,276.65,8076,1843,1163,5763,15
2021-02-19 07:30:00,38.95,19.42,27.36,18.87,55.01,218.12,148.22,295.1,8244,1872,1142,5715,16
2021-02-19 08:00:00,36.91,11.84,26.53,11.9,67.77,222.32,138.57,305.12,8218,1861,1120,5642,17
2021-02-19 08:30:00,34.67,20.09,28.63,20.21,86.02,214.62,132.12,313.23,8237,1840,1094,5564,18
2021-02-19 09:00:00,32.98,30.79,30.89,29.61,88.61,192.1,124.55,326.23,8204,1833,1073,5509,19
2021-02-19 09:30:00,35.47,29.7,30.53,26.28,72.63,185.44,134.33,338.09,8201,1801,1061,5459,20
2021-02-19 10:00:00,31.24,12.77,19.87,12.69,69.6,188.06,114.32,333.59,8071,1740,1046,5423,21
2021-02-19 10:30:00,31.26,7.1,15.41,7.79,72.8,179.64,107.98,322.16,7966,1728,1032,5462,22
2021-02-19 11:00:00,29.28,17.76,25.17,18.27,58.78,160.6,106.05,322.55,7913,1751,1024,5534,23
2021-02-19 11:30:00,32.24,30.49,31.25,29.74,51.37,142.75,104.92,316.21,7950,1813,1002,5681,24
2021-02-19 12:00:00,39.13,35.47,35.58,32.33,44.2,129.11,99.43,315.8,7939,1921,990,5793,25
2021-02-19 12:30:00,39.59,55.21,38.4,32.1,44.57,113.03,108.6,302.98,7922,2081,985,5961,26
2021-02-19 13:00:00,36.67,62.0,36.71,36.54,49.2,105.77,101.01,305.91,7957,2238,991,6180,27
2021-02-19 13:30:00,36.86,113.74,36.34,41.73,51.04,150.05,102.9,276.09,8016,2312,1003,6354,28
2021-02-19 14:00:00,36.1,64.66,29.46,39.71,55.69,105.46,99.25,260.36,8035,2333,1045,6499,29
2021-02-19 14:30:00,51.6,175.54,36.86,57.26,52.36,86.64,101.65,235.76,8084,2365,1044,6696,30
2021-02-19 15:00:00,46.31,62.89,22.9,51.36,50.76,94.98,104.12,211.77,8190,2333,1081,6944,31
2021-02-19 15:30:00,102.93,148.29,32.77,117.41,45.42,123.43,98.55,199.09,8462,2386,1095,7282,32
2021-02-19 16:00:00,65.43,86.9,25.05,73.43,47.35,124.56,102.4,179.52,8702,2409,1114,7547,33
2021-02-19 16:30:00,53.43,70.15,21.34,60.92,51.88,124.24,104.1,169.43,8845,2397,1139,7732,34
2021-02-19 17:00:00,50.39,62.74,25.36,56.35,52.04,158.75,110.19,152.47,9038,2347,1173,7892,35
2021-02-19 17:30:00,48.6,57.78,25.37,52.94,34.41,177.86,109.24,148.36,9069,2294,1182,7951,36
2021-02-19 18:00:00,65.54,70.31,32.57,69.69,50.93,191.54,109.16,139.23,9130,2215,1185,7958,37
2021-02-19 18:30:00,163.19,163.04,27.32,173.15,43.88,195.02,119.02,116.44,9079,2158,1168,7960,38
2021-02-19 19:00:00,76.3,75.25,21.59,80.3,48.12,202.09,126.23,113.7,8975,2117,1159,7873,39
2021-02-19 19:30:00,62.02,65.4,24.73,63.85,49.43,198.25,131.88,102.98,8957,2079,1162,7582,40
2021-02-19 20:00:00,60.26,65.62,23.55,62.09,58.65,185.92,133.93,107.66,8811,2043,1154,7388,41
2021-02-19 20:30:00,52.95,59.45,18.24,54.04,63.88,191.01,135.14,131.44,8591,2012,1152,7092,42
2021-02-19 21:00:00,38.03,44.18,22.14,38.42,54.29,190.59,131.62,149.82,8333,1971,1133,6761,43
2021-02-19 21:30:00,38.04,43.11,33.02,37.75,47.68,189.32,119.14,151.29,8231,1910,1113,6426,44
2021-02-19 22:00:00,34.61,41.45,30.63,34.21,42.71,178.63,114.44,153.25,8086,1842,1086,6106,45
2021-02-19 22:30:00,40.51,47.89,34.52,40.21,36.01,195.2,85.81,137.75,7965,1755,1037,5861,46
2021-02-19 23:00:00,37.06,43.98,31.83,36.95,23.92,187.63,95.17,124.27,7819,1684,994,5646,47
2021-02-19 23:30:00,35.53,48.4,33.38,37.25,8.41,174.02,69.34,108.09,7629,1629,986,5715,48
2021-02-20 00:00:00,33.59,59.89,30.63,34.51,7.36,171.1,99.68,96.88,7506,1736,990,5604,1
2021-02-20 00:30:00,34.43,62.0,30.38,33.97,6.06,166.37,92.7,100.85,7248,1682,1002,5324,2
2021-02-20 01:00:00,34.73,60.41,30.17,33.58,5.63,169.62,84.72,107.12,6985,1615,998,5130,3
2021-02-20 01:30:00,35.49,59.75,29.69,33.03,5.34,161.48,70.23,115.62,6699,1502,989,5005,4
2021-02-20 02:00:00,35.49,71.41,29.38,32.53,2.04,149.01,66.12,119.16,6468,1451,981,4850,5
2021-02-20 02:30:00,35.47,61.96,29.35,32.53,1.84,130.81,63.83,118.49,6293,1408,979,4749,6
2021-02-20 03:00:00,35.49,54.93,29.49,32.5,1.92,118.22,65.4,117.0,6215,1386,972,4668,7
2021-02-20 03:30:00,35.47,45.83,29.51,32.52,1.74,110.57,57.48,79.52,6165,1356,966,4639,8
2021-02-20 04:00:00,34.98,36.4,28.52,31.55,1.63,108.38,57.54,47.55,6160,1335,950,4577,9
2021-02-20 04:30:00,35.92,37.5,32.26,32.84,0.32,105.33,66.53,86.19,6243,1322,948,4586,10
2021-02-20 05:00:00,35.47,36.74,31.09,32.43,-0.05,104.78,71.07,126.53,6359,1322,974,4592,11
2021-02-20 05:30:00,36.46,39.44,31.01,33.51,-0.07,107.03,77.88,104.31,6565,1326,990,4621,12
2021-02-20 06:00:00,36.97,42.21,32.07,35.18,-0.06,108.55,85.37,90.03,6724,1354,1005,4835,13
2021-02-20 06:30:00,35.5,38.44,30.79,33.69,1.69,103.94,83.79,104.98,6877,1363,1024,4921,14
2021-02-20 07:00:00,35.39,39.09,30.82,33.56,10.7,99.83,87.42,113.06,7060,1374,1048,4994,15
2021-02-20 07:30:00,34.86,36.97,29.49,31.91,22.6,102.88,85.48,108.82,7208,1352,1071,4963,16
2021-02-20 08:00:00,34.15,34.2,28.54,30.77,36.88,103.04,79.43,87.64,7286,1259,1063,5005,17
2021-02-20 08:30:00,35.49,35.05,31.67,32.15,44.19,107.25,75.27,71.63,7472,1201,1054,5109,18
2021-02-20 09:00:00,35.52,35.72,49.86,32.82,47.25,99.88,80.72,71.55,7409,1111,1082,5154,19
2021-02-20 09:30:00,38.1,38.81,33.97,35.52,50.2,96.93,86.11,73.06,7388,1019,1074,5242,20
2021-02-20 10:00:00,35.18,35.01,31.01,32.79,52.85,101.78,92.01,83.01,7286,942,1044,5259,21
2021-02-20 10:30:00,34.23,33.32,28.16,31.59,54.71,103.47,95.99,80.6,7294,889,1050,5258,22
2021-02-20 11:00:00,34.15,33.61,25.25,31.49,55.97,103.92,120.71,63.29,7275,860,1045,5237,23
2021-02-20 11:30:00,31.94,29.48,25.01,28.5,51.15,105.86,130.77,56.17,7319,812,1032,5224,24
2021-02-20 12:00:00,34.28,30.25,20.73,29.65,51.15,101.4,128.44,60.06,7258,852,1020,5254,25
2021-02-20 12:30:00,32.89,27.59,16.71,28.02,54.56,103.44,132.21,62.29,7170,859,1009,5279,26
2021-02-20 13:00:00,36.58,28.54,25.28,30.27,49.98,97.48,113.28,78.81,7324,847,1018,5243,27
2021-02-20 13:30:00,37.45,29.64,28.22,30.4,43.13,90.57,122.2,83.44,7486,884,1025,5176,28
