time,spot_price_nsw,spot_price_sa,spot_price_tas,spot_price_vic,inter_gen_nsw,inter_gen_sa,inter_gen_tas,inter_gen_vic,demand_nsw,demand_sa,demand_tas,demand_vic,period
2021-01-01 00:00:00,43.29,42.5,46.38,43.48,34.43,249.3,105.96,207.49,7124,1479,1064,4555,1
2021-01-01 00:30:00,38.04,35.72,57.3,37.21,46.81,237.61,118.83,208.82,6944,1456,1047,4396,2
2021-01-01 01:00:00,38.1,34.56,64.75,36.37,47.24,223.38,121.41,192.02,6693,1404,1038,4252,3
2021-01-01 01:30:00,32.26,24.71,65.12,25.02,68.91,214.05,105.22,172.57,6397,1322,1033,4137,4
2021-01-01 02:00:00,32.45,14.23,66.63,14.6,57.78,202.9,100.05,167.15,6134,1273,1027,3976,5
2021-01-01 02:30:00,27.76,8.49,66.79,8.95,47.74,199.6,92.79,174.75,5929,1246,1022,3850,6
2021-01-01 03:00:00,26.83,8.18,65.44,8.69,65.4,176.73,83.24,170.44,5819,1225,1021,3796,7
2021-01-01 03:30:00,25.64,8.44,75.11,8.95,58.38,155.93,69.62,147.53,5730,1196,1016,3732,8
2021-01-01 04:00:00,26.31,8.55,69.73,8.97,55.38,156.23,73.09,141.76,5691,1175,1018,3720,9
2021-01-01 04:30:00,29.42,8.67,59.73,8.95,64.23,150.68,85.1,137.42,5736,1167,1028,3738,10
2021-01-01 05:00:00,31.15,8.94,61.14,8.95,59.83,145.61,88.59,138.02,5753,1167,1027,3743,11
2021-01-01 05:30:00,29.75,8.93,50.1,8.95,68.47,134.26,99.71,150.53,5787,1158,1032,3736,12
2021-01-01 06:00:00,25.53,10.21,52.48,10.19,79.15,122.26,107.19,155.48,5802,1124,1037,3747,13
2021-01-01 06:30:00,19.57,8.8,56.87,8.75,72.36,101.42,107.96,154.05,5824,1096,1037,3757,14
2021-01-01 07:00:00,6.91,5.02,50.09,4.97,67.02,84.65,119.29,140.06,5862,1045,1043,3728,15
2021-01-01 07:30:00,20.82,8.49,34.36,8.25,55.37,60.75,142.97,160.91,5965,974,1060,3625,16
2021-01-01 08:00:00,12.79,0.0,34.36,0.0,45.81,46.9,145.31,173.15,6098,922,1082,3588,17
2021-01-01 08:30:00,20.69,0.0,34.36,0.0,45.66,35.65,145.36,166.73,6213,821,1093,3557,18
2021-01-01 09:00:00,26.99,10.75,34.36,10.59,54.51,20.38,147.09,148.27,6297,766,1096,3558,19
2021-01-01 09:30:00,31.89,5.75,34.34,5.53,64.21,16.59,144.13,158.43,6385,721,1099,3581,20
2021-01-01 10:00:00,30.53,12.19,34.34,11.84,81.56,22.08,143.31,169.88,6412,665,1109,3551,21
2021-01-01 10:30:00,27.17,1.57,34.34,1.4,83.41,26.61,143.91,158.37,6431,594,1110,3533,22
2021-01-01 11:00:00,27.81,0.0,34.34,0.0,95.01,25.22,143.07,158.81,6506,603,1110,3477,23
2021-01-01 11:30:00,27.66,-6.95,34.34,-7.21,92.99,36.88,143.42,132.39,6531,563,1080,3467,24
2021-01-01 12:00:00,31.01,-7.54,34.34,-8.26,81.3,60.85,142.34,151.23,6576,554,1067,3504,25
2021-01-01 12:30:00,33.34,5.97,32.89,6.0,82.6,64.24,142.57,166.89,6581,573,1052,3575,26
2021-01-01 13:00:00,32.54,3.78,39.6,3.83,85.89,71.51,142.93,185.36,6548,603,1075,3659,27
2021-01-01 13:30:00,30.23,12.41,35.24,12.32,78.86,75.68,147.07,179.59,6546,659,1072,3830,28
2021-01-01 14:00:00,32.5,25.12,35.51,24.91,80.27,78.84,150.6,173.4,6487,767,1064,4007,29
2021-01-01 14:30:00,31.1,28.86,40.16,27.39,73.62,71.28,149.93,186.93,6521,906,1062,4043,30
2021-01-01 15:00:00,32.5,28.8,34.36,28.34,72.06,75.75,151.13,186.83,6549,799,1011,4238,31
2021-01-01 15:30:00,32.79,28.93,33.46,28.73,75.04,78.21,153.29,181.58,6637,865,1000,4397,32
2021-01-01 16:00:00,37.3,32.0,32.61,30.71,61.09,97.09,157.12,178.99,6778,1029,1007,4536,33
2021-01-01 16:30:00,36.04,26.06,27.16,25.21,56.57,95.46,158.13,194.22,6937,1180,1037,4744,34
2021-01-01 17:00:00,39.73,31.36,32.1,30.68,63.75,86.31,158.4,212.79,7153,1320,1066,5045,35
2021-01-01 17:30:00,34.97,30.5,32.11,30.46,52.8,102.86,159.85,208.79,7235,1308,1082,5211,36
2021-01-01 18:00:00,36.67,31.52,33.12,31.69,56.32,102.46,157.76,184.52,7288,1414,1094,5179,37
2021-01-01 18:30:00,38.33,32.32,33.28,32.26,60.76,100.56,155.22,160.44,7261,1526,1095,5114,38
2021-01-01 19:00:00,38.46,33.04,34.09,33.79,67.49,98.83,152.8,186.26,7256,1571,1095,5030,39
2021-01-01 19:30:00,38.79,29.93,31.29,30.66,47.43,105.52,150.84,137.84,7272,1568,1097,4968,40
2021-01-01 20:00:00,39.04,31.68,31.75,31.61,37.57,122.51,154.36,109.5,7243,1559,1098,4914,41
2021-01-01 20:30:00,38.32,29.47,29.7,28.96,28.72,128.16,155.08,101.97,7144,1558,1106,4898,42
2021-01-01 21:00:00,36.13,29.91,30.76,30.05,42.2,134.97,158.06,77.57,7043,1548,1094,4788,43
2021-01-01 21:30:00,37.29,32.85,34.78,34.14,38.54,127.26,158.73,68.65,7047,1528,1075,4671,44
2021-01-01 22:00:00,35.9,31.67,34.59,33.86,39.14,147.72,156.72,63.87,7028,1490,1054,4534,45
2021-01-01 22:30:00,37.02,31.67,34.74,34.16,54.43,137.97,155.33,96.49,7043,1437,1034,4437,46
2021-01-01 23:00:00,35.92,31.54,34.49,33.74,50.51,129.64,155.19,123.36,6977,1395,1013,4371,47
2021-01-01 23:30:00,36.81,32.48,35.38,34.77,45.32,128.67,153.71,105.4,6870,1368,999,4529,48
2021-01-02 00:00:00,37.12,35.06,36.08,35.8,42.2,111.67,153.12,82.32,6747,1503,985,4497,1
2021-01-02 00:30:00,36.04,33.87,34.04,34.36,37.37,101.51,154.18,77.68,6580,1477,979,4317,2
2021-01-02 01:00:00,35.29,32.27,33.74,33.0,29.14,102.3,153.72,110.85,6393,1426,969,4173,3
2021-01-02 01:30:00,29.7,26.53,28.01,27.09,28.4,90.72,153.49,143.53,6112,1342,962,4083,4
2021-01-02 02:00:00,24.62,15.39,15.79,15.2,25.51,73.18,147.41,141.25,5887,1284,964,3949,5
2021-01-02 02:30:00,26.28,22.5,32.49,22.06,30.01,60.75,146.88,136.47,5738,1238,963,3890,6
2021-01-02 03:00:00,25.4,24.33,34.34,23.23,27.05,57.64,147.17,140.32,5627,1226,960,3839,7
2021-01-02 03:30:00,24.92,25.04,34.34,23.12,20.67,46.91,147.46,136.7,5593,1197,956,3818,8
2021-01-02 04:00:00,28.55,31.15,34.34,27.51,18.9,39.96,146.06,129.19,5609,1179,965,3800,9
2021-01-02 04:30:00,30.77,33.79,37.59,29.35,24.55,42.47,145.99,142.67,5651,1178,969,3777,10
2021-01-02 05:00:00,31.14,32.87,37.04,28.99,26.69,58.41,144.87,175.38,5709,1180,970,3791,11
2021-01-02 05:30:00,35.61,40.93,37.48,33.92,19.19,67.75,148.02,182.73,5790,1189,976,3821,12
2021-01-02 06:00:00,27.3,35.11,37.78,26.25,10.7,71.77,151.67,185.52,5843,1201,986,3828,13
2021-01-02 06:30:00,26.74,34.04,36.49,25.95,14.08,81.55,152.57,190.17,5975,1190,997,3864,14
2021-01-02 07:00:00,28.03,34.13,30.76,27.45,19.24,71.56,152.94,182.9,6142,1195,994,3898,15
2021-01-02 07:30:00,31.14,32.87,34.21,29.03,31.51,81.97,148.76,176.61,6299,1156,1016,3852,16
2021-01-02 08:00:00,32.67,32.07,35.29,29.53,43.89,77.73,148.36,164.18,6444,1076,1030,3844,17
2021-01-02 08:30:00,33.75,26.02,31.74,25.56,42.19,83.27,148.73,141.72,6634,962,1040,3898,18
2021-01-02 09:00:00,35.03,16.47,37.31,16.28,41.08,78.26,152.68,119.26,6679,880,1050,3852,19
2021-01-02 09:30:00,34.53,22.94,37.78,23.9,35.9,83.22,150.48,81.83,6669,823,1051,3890,20
2021-01-02 10:00:00,32.23,21.63,37.78,22.95,41.87,81.27,150.19,64.43,6618,723,1049,3887,21
2021-01-02 10:30:00,32.46,10.63,37.78,11.27,43.5,66.56,150.67,109.8,6635,702,1046,3948,22
2021-01-02 11:00:00,25.21,11.86,37.78,12.67,37.25,51.78,150.2,124.49,6532,664,1036,4096,23
2021-01-02 11:30:00,23.87,17.82,37.8,19.56,31.26,29.34,150.72,80.32,6519,633,1032,4217,24
2021-01-02 12:00:00,25.85,16.94,37.8,16.82,34.48,29.35,149.77,98.43,6550,581,1029,4199,25
2021-01-02 12:30:00,20.94,11.94,37.8,12.36,45.52,40.05,149.97,111.48,6536,558,1032,4158,26
2021-01-02 13:00:00,13.56,6.99,37.8,8.17,53.54,45.54,150.77,80.75,6567,563,1028,4094,27
2021-01-02 13:30:00,20.98,-23.54,37.8,10.92,83.23,58.71,151.08,121.69,6546,574,1027,4132,28
2021-01-02 14:00:00,24.17,-59.92,37.8,2.71,78.46,60.86,148.87,133.31,6655,597,1015,4315,29
2021-01-02 14:30:00,29.59,-75.41,37.8,11.25,69.33,56.12,135.25,173.52,6755,630,1024,4506,30
2021-01-02 15:00:00,33.85,-86.73,37.8,13.52,62.2,56.12,127.11,144.89,6822,674,1027,4662,31
2021-01-02 15:30:00,32.31,-85.13,37.8,12.49,63.47,48.41,119.08,146.42,6896,731,1032,4755,32
2021-01-02 16:00:00,33.24,-88.38,37.79,10.2,49.86,57.66,103.8,164.01,7059,806,1046,4830,33
2021-01-02 16:30:00,32.02,-80.1,37.8,11.56,36.81,65.12,78.43,143.21,7195,886,1078,4943,34
2021-01-02 17:00:00,37.29,-3.69,38.06,21.83,35.62,81.76,67.73,98.08,7393,992,1100,5043,35
2021-01-02 17:30:00,37.32,-36.08,40.88,20.82,36.67,121.93,67.25,102.28,7519,1110,1120,5022,36
2021-01-02 18:00:00,38.46,22.2,47.68,23.51,42.39,125.15,53.54,125.42,7631,1207,1125,4966,37
2021-01-02 18:30:00,38.59,17.49,46.33,18.51,36.23,138.14,45.55,102.78,7611,1294,1102,4931,38
2021-01-02 19:00:00,38.17,25.88,40.09,25.65,45.96,142.93,41.43,250.3,7569,1347,1097,4881,39
2021-01-02 19:30:00,38.28,19.14,37.8,18.45,51.08,147.62,39.05,241.25,7527,1406,1095,4856,40
2021-01-02 20:00:00,31.82,20.74,37.8,19.91,48.9,145.63,44.55,223.83,7440,1422,1096,4853,41
2021-01-02 20:30:00,35.94,32.82,37.8,31.84,38.71,134.5,48.82,214.21,7340,1401,1101,4822,42
2021-01-02 21:00:00,33.17,20.77,37.78,19.69,41.04,132.46,57.03,198.95,7236,1409,1103,4725,43
2021-01-02 21:30:00,32.85,28.81,37.78,27.74,47.14,126.96,60.68,154.66,7178,1367,1093,4636,44
2021-01-02 22:00:00,28.21,18.21,37.78,17.56,48.7,126.93,59.11,169.69,7130,1347,1078,4525,45
2021-01-02 22:30:00,34.45,28.8,33.75,27.87,35.66,105.82,55.51,135.56,7085,1314,1065,4449,46
2021-01-02 23:00:00,35.4,32.04,37.78,30.53,25.29,102.87,51.57,106.12,6951,1285,1050,4366,47
2021-01-02 23:30:00,36.42,33.8,37.78,32.79,20.9,106.07,54.29,101.48,6781,1270,1032,4512,48
2021-01-03 00:00:00,36.97,37.58,37.79,34.77,28.38,85.74,53.39,102.46,6673,1433,1017,4486,1
2021-01-03 00:30:00,37.36,36.87,37.78,34.58,37.33,84.33,52.03,106.38,6517,1413,1010,4319,2
2021-01-03 01:00:00,37.23,37.74,37.79,35.54,38.3,85.76,54.77,88.39,6332,1374,1004,4180,3
2021-01-03 01:30:00,33.85,34.46,37.79,32.64,33.5,77.61,52.91,96.56,6108,1282,996,4077,4
2021-01-03 02:00:00,31.7,32.03,37.79,30.34,35.96,78.81,49.42,93.26,5918,1232,993,3930,5
2021-01-03 02:30:00,31.96,32.68,37.79,30.57,25.05,75.03,43.02,77.59,5812,1203,992,3881,6
2021-01-03 03:00:00,30.83,30.74,37.79,28.65,18.85,75.42,41.8,94.73,5739,1184,987,3812,7
2021-01-03 03:30:00,24.95,24.81,37.78,22.93,14.52,69.08,44.55,110.81,5725,1169,985,3788,8
2021-01-03 04:00:00,29.55,29.24,37.78,27.08,6.92,71.77,42.86,123.97,5734,1154,988,3784,9
2021-01-03 04:30:00,35.85,37.21,35.14,33.11,2.33,77.32,43.88,111.49,5779,1153,991,3803,10
2021-01-03 05:00:00,35.98,37.95,34.6,33.41,1.4,80.05,43.61,111.64,5813,1162,993,3811,11
2021-01-03 05:30:00,35.63,38.2,34.65,33.47,0.71,84.94,47.83,113.64,5870,1160,1000,3847,12
2021-01-03 06:00:00,33.71,36.91,33.36,32.09,4.84,83.63,49.62,103.26,5916,1159,1009,3867,13
2021-01-03 06:30:00,27.77,31.14,29.02,27.25,14.17,80.74,50.17,105.44,5982,1138,1023,3948,14
2021-01-03 07:00:00,32.83,41.93,37.55,33.69,24.35,70.74,46.68,108.43,6135,1117,1029,4031,15
2021-01-03 07:30:00,31.12,47.14,40.87,31.77,30.48,78.92,45.72,103.76,6319,1073,1047,4049,16
2021-01-03 08:00:00,33.09,37.55,56.63,33.44,32.74,73.2,45.51,100.61,6507,1004,1067,4100,17
2021-01-03 08:30:00,36.98,37.71,39.79,35.72,32.96,73.23,51.87,97.79,6713,933,1078,4195,18
2021-01-03 09:00:00,36.14,36.1,38.67,34.8,28.48,60.66,61.0,98.99,6850,873,1084,4226,19
2021-01-03 09:30:00,36.82,34.66,38.67,34.16,25.75,47.21,60.28,102.37,6915,772,1095,4185,20
2021-01-03 10:00:00,32.13,28.28,38.67,28.96,29.19,40.17,57.78,100.43,6824,705,1098,4062,21
2021-01-03 10:30:00,16.52,10.38,54.39,11.18,34.27,45.51,41.73,97.59,6733,632,1095,3913,22
2021-01-03 11:00:00,17.23,4.44,38.67,-0.88,35.64,39.97,36.69,90.53,6785,544,1082,3836,23
2021-01-03 11:30:00,21.4,-25.77,38.67,6.31,44.17,37.35,39.15,86.71,6768,530,1078,3796,24
2021-01-03 12:00:00,14.82,5.39,38.67,4.48,66.76,49.47,46.78,101.9,6676,496,1069,3767,25
2021-01-03 12:30:00,5.96,2.1,38.65,0.86,58.66,75.04,76.14,114.85,6572,521,976,3700,26
2021-01-03 13:00:00,6.25,-5.03,64.4,-7.64,51.5,103.44,48.37,135.62,6427,521,1034,3628,27
2021-01-03 13:30:00,-1.26,-25.23,38.67,-31.95,48.8,124.12,63.93,167.38,6371,533,1062,3551,28
2021-01-03 14:00:00,2.96,-18.0,38.67,-19.59,53.37,110.21,59.75,195.45,6547,579,1055,3539,29
2021-01-03 14:30:00,11.36,-31.53,38.67,-35.95,47.13,126.87,56.88,208.22,6792,577,1070,3656,30
2021-01-03 15:00:00,15.74,-21.73,38.67,-24.1,44.28,118.89,44.34,227.48,7019,602,1077,3819,31
2021-01-03 15:30:00,23.48,-16.62,38.67,-17.28,35.41,149.64,28.84,261.19,7123,764,1095,3963,32
2021-01-03 16:00:00,21.42,-0.55,42.08,-0.59,27.44,186.13,26.71,320.67,7290,884,1128,4211,33
2021-01-03 16:30:00,25.02,3.08,88.13,3.19,30.43,218.32,22.22,329.91,7408,1018,1148,4445,34
2021-01-03 17:00:00,33.13,9.23,87.3,9.59,35.01,259.19,20.2,349.95,7684,1103,1190,4602,35
2021-01-03 17:30:00,36.89,28.44,38.67,27.93,15.73,258.99,25.77,341.26,7932,1159,1197,4755,36
2021-01-03 18:00:00,37.28,28.18,38.77,27.42,20.12,264.58,33.9,366.09,8106,1283,1192,4886,37
2021-01-03 18:30:00,38.33,29.06,38.67,28.64,14.46,265.56,42.71,380.03,8107,1348,1183,4922,38
2021-01-03 19:00:00,38.55,27.38,38.67,25.94,1.6,275.45,44.74,379.54,8058,1398,1180,4911,39
2021-01-03 19:30:00,38.44,28.22,38.69,22.77,1.91,280.05,48.92,378.53,8045,1413,1180,4857,40
2021-01-03 20:00:00,37.73,31.78,38.67,26.38,2.9,269.35,47.26,372.74,8042,1439,1173,4815,41
2021-01-03 20:30:00,37.13,32.45,38.72,28.11,2.62,264.43,52.74,367.48,7913,1446,1183,4825,42
2021-01-03 21:00:00,36.38,32.72,38.67,27.38,2.33,250.2,46.69,351.62,7671,1448,1161,4720,43
2021-01-03 21:30:00,35.08,24.67,38.67,21.82,4.75,237.13,37.94,345.22,7541,1407,1146,4604,44
2021-01-03 22:00:00,34.6,32.59,38.67,30.37,3.4,233.68,32.84,348.85,7409,1367,1122,4483,45
2021-01-03 22:30:00,38.57,35.33,40.06,33.6,4.8,231.15,32.75,338.99,7307,1331,1093,4397,46
2021-01-03 23:00:00,37.05,35.34,38.67,32.94,2.78,220.19,29.04,310.71,7131,1309,1073,4338,47
2021-01-03 23:30:00,38.01,38.6,39.7,35.51,1.36,227.55,30.59,297.09,6946,1303,1040,4488,48
2021-01-04 00:00:00,35.89,36.51,38.72,27.89,0.69,221.12,35.4,300.69,6812,1465,953,4492,1
2021-01-04 00:30:00,36.98,35.62,38.67,26.03,0.46,217.25,38.66,309.8,6639,1458,1031,4344,2
2021-01-04 01:00:00,37.14,37.14,38.67,4.2,-0.02,218.13,38.07,313.46,6449,1425,1027,4216,3
2021-01-04 01:30:00,33.25,32.73,38.67,0.23,-0.08,227.07,32.6,321.4,6223,1351,1020,4111,4
2021-01-04 02:00:00,31.47,16.23,38.67,8.87,-0.07,231.78,28.5,309.82,6045,1307,1020,3985,5
2021-01-04 02:30:00,31.68,6.01,38.66,4.57,0.27,227.07,40.46,321.73,5956,1290,1018,3904,6
2021-01-04 03:00:00,32.6,0.0,38.66,0.0,0.63,224.42,44.29,324.62,5925,1290,1013,3841,7
2021-01-04 03:30:00,31.83,0.0,38.67,0.0,0.68,230.23,46.72,340.36,5907,1264,1022,3826,8
2021-01-04 04:00:00,32.83,-1.03,38.67,-0.97,0.43,223.08,53.17,347.5,5950,1247,1019,3836,9
2021-01-04 04:30:00,34.46,1.14,38.65,1.06,1.05,218.11,55.37,356.43,6100,1248,1045,3914,10
2021-01-04 05:00:00,35.7,7.8,38.81,7.32,1.74,211.76,49.08,364.64,6220,1256,1065,4015,11
2021-01-04 05:30:00,35.67,14.25,39.11,13.91,1.96,217.54,45.14,357.15,6411,1260,1089,4209,12
2021-01-04 06:00:00,34.78,10.74,38.65,10.35,2.79,214.12,47.51,353.03,6610,1300,1109,4338,13
2021-01-04 06:30:00,32.97,8.51,39.85,8.47,4.25,221.18,55.13,360.92,6807,1295,1135,4515,14
2021-01-04 07:00:00,36.37,4.67,38.65,4.58,7.61,216.99,67.16,356.54,7050,1314,1158,4637,15
2021-01-04 07:30:00,36.44,-18.84,38.65,-19.97,7.95,213.6,74.53,345.6,7327,1271,1171,4635,16
2021-01-04 08:00:00,36.23,0.18,38.65,0.25,10.94,204.75,80.56,350.95,7442,1196,1172,4663,17
2021-01-04 08:30:00,36.46,-44.32,38.65,-0.66,12.54,187.72,95.89,347.65,7545,1137,1170,4683,18
2021-01-04 09:00:00,36.9,-81.84,38.65,-4.66,13.74,107.84,103.26,351.76,7534,1069,1159,4619,19
2021-01-04 09:30:00,37.16,-9.9,38.65,-11.32,15.48,77.7,88.69,355.06,7613,1012,1144,4577,20
2021-01-04 10:00:00,37.84,-24.96,38.64,-17.94,13.28,122.24,86.35,359.39,7706,1010,1109,4533,21
2021-01-04 10:30:00,36.43,-40.27,38.65,-24.75,10.83,127.71,96.8,357.29,7818,1016,1126,4503,22
2021-01-04 11:00:00,37.47,-33.51,38.63,-26.14,20.72,132.0,97.57,339.1,8003,1011,1107,4513,23
2021-01-04 11:30:00,37.27,-19.92,38.63,-3.02,27.07,143.29,102.19,319.18,8023,1031,1075,4447,24
2021-01-04 12:00:00,38.6,-10.46,38.59,-5.32,27.52,159.67,112.18,320.65,8095,1036,1065,4449,25
2021-01-04 12:30:00,38.72,-13.92,174.63,-14.69,36.96,184.54,91.03,320.49,8375,1004,1054,4443,26
2021-01-04 13:00:00,38.48,-13.26,25.66,-8.97,39.85,197.17,95.13,316.0,8418,1006,1057,4409,27
2021-01-04 13:30:00,37.59,-20.86,38.21,-1.37,32.03,194.47,123.6,316.61,8509,1017,1066,4456,28
2021-01-04 14:00:00,38.41,-11.09,38.3,-6.04,69.3,191.96,120.02,300.36,8673,1034,1066,4460,29
2021-01-04 14:30:00,38.74,-34.01,38.63,-6.13,107.22,187.88,123.94,289.19,8799,1050,1074,4447,30
2021-01-04 15:00:00,38.6,-16.67,38.51,7.2,39.3,185.82,121.64,283.85,8876,1049,1078,4524,31
2021-01-04 15:30:00,38.65,-29.18,38.63,8.22,44.27,184.1,109.81,301.55,8816,1053,1086,4635,32
2021-01-04 16:00:00,34.36,-23.13,38.54,9.11,51.87,182.77,92.76,323.45,8623,1085,1096,4775,33
2021-01-04 16:30:00,35.63,-29.31,38.65,4.56,37.41,187.95,80.89,317.85,8446,1093,1125,4924,34
2021-01-04 17:00:00,35.65,-49.45,38.64,9.07,42.89,204.58,83.54,307.34,8502,1136,1134,5070,35
2021-01-04 17:30:00,35.97,-41.7,38.63,8.39,45.73,210.18,100.78,316.85,8409,1194,1130,5122,36
2021-01-04 18:00:00,33.18,-33.76,32.56,10.25,30.04,225.04,96.2,322.24,8360,1308,1154,5146,37
2021-01-04 18:30:00,35.51,12.22,38.63,13.38,16.48,228.42,89.82,331.53,8243,1356,1159,5141,38
2021-01-04 19:00:00,36.45,25.23,38.64,26.45,4.97,269.82,79.11,322.29,8157,1393,1154,5104,39
2021-01-04 19:30:00,36.33,30.15,38.63,31.53,2.03,261.86,57.67,316.91,8075,1436,1148,5027,40
2021-01-04 20:00:00,35.02,28.99,38.65,30.55,0.37,243.22,60.48,310.01,8004,1458,1143,4991,41
2021-01-04 20:30:00,35.02,29.24,38.64,30.62,0.91,236.33,60.09,308.95,7885,1469,1147,4959,42
2021-01-04 21:00:00,33.62,27.87,38.64,29.09,1.15,240.06,57.67,299.13,7712,1464,1119,4855,43
2021-01-04 21:30:00,35.97,17.98,38.65,18.55,3.49,235.08,50.96,303.32,7682,1442,1093,4727,44
2021-01-04 22:00:00,38.46,6.62,38.65,6.5,12.38,234.44,42.25,295.0,7574,1425,1051,4598,45
2021-01-04 22:30:00,40.91,7.05,38.65,6.98,12.86,231.1,44.77,300.97,7545,1409,1031,4502,46
2021-01-04 23:00:00,38.83,2.97,38.65,2.92,20.02,225.31,43.17,326.72,7474,1383,1011,4445,47
2021-01-04 23:30:00,38.44,10.61,121.35,10.82,17.13,213.22,37.88,328.87,7297,1366,1033,4623,48
2021-01-05 00:00:00,37.44,15.22,55.26,15.19,2.0,204.55,35.84,333.53,7151,1512,1022,4655,1
2021-01-05 00:30:00,39.13,6.18,88.39,5.86,1.42,201.63,35.55,327.67,6982,1535,1011,4487,2
2021-01-05 01:00:00,38.36,5.44,71.88,5.23,1.1,204.19,33.92,333.07,6795,1486,1001,4341,3
2021-01-05 01:30:00,37.62,-5.92,38.65,-5.99,0.62,201.24,33.95,332.79,6533,1399,985,4244,4
2021-01-05 02:00:00,38.32,-21.38,38.65,-21.56,0.23,202.51,32.03,326.89,6305,1341,974,4097,5
2021-01-05 02:30:00,38.03,0.0,38.65,0.0,0.25,205.04,33.39,319.65,6175,1306,970,3989,6
2021-01-05 03:00:00,36.48,-23.08,38.65,-23.87,0.4,193.34,33.1,322.09,6112,1288,976,3934,7
2021-01-05 03:30:00,34.99,-27.02,38.65,-28.14,0.17,177.44,29.95,323.04,6061,1275,975,3918,8
2021-01-05 04:00:00,36.58,-16.34,38.65,-17.06,-0.02,184.65,29.29,324.44,6076,1264,984,3935,9
2021-01-05 04:30:00,36.03,-9.59,40.12,-10.01,-0.08,194.27,30.27,332.63,6208,1264,994,4036,10
2021-01-05 05:00:00,36.99,0.57,48.53,0.58,-0.03,193.89,32.12,333.95,6353,1270,1012,4154,11
2021-01-05 05:30:00,36.49,8.38,13.7,8.58,0.88,190.26,35.11,350.25,6568,1290,1042,4341,12
2021-01-05 06:00:00,35.62,15.65,20.85,16.08,5.02,185.24,36.97,350.91,6740,1307,1070,4474,13
2021-01-05 06:30:00,32.26,16.42,38.51,17.02,12.32,172.37,30.2,349.86,6875,1303,1098,4664,14
2021-01-05 07:00:00,31.75,9.17,35.32,9.26,26.13,163.6,30.04,343.06,7005,1312,1122,4807,15
2021-01-05 07:30:00,27.36,15.45,26.07,16.11,34.04,143.8,35.5,332.87,7163,1261,1138,4819,16
2021-01-05 08:00:00,29.23,9.02,37.71,8.68,33.37,147.62,36.82,332.46,7171,1196,1138,4849,17
2021-01-05 08:30:00,30.44,17.9,36.12,17.37,40.35,158.87,35.73,320.48,7164,1100,1126,4883,18
2021-01-05 09:00:00,27.76,14.19,40.3,12.39,44.04,172.44,29.96,301.02,7133,993,1127,4848,19
2021-01-05 09:30:00,31.32,19.97,40.12,20.25,42.54,167.15,29.61,283.62,7123,889,1119,4829,20
2021-01-05 10:00:00,31.02,10.09,40.12,7.97,47.02,157.66,33.92,298.99,7134,791,1111,4861,21
2021-01-05 10:30:00,31.5,8.77,40.12,8.43,55.92,175.3,37.12,297.12,7111,708,1097,4877,22
2021-01-05 11:00:00,32.68,-35.12,38.52,-8.02,59.22,196.71,40.0,293.66,7161,654,1082,4837,23
2021-01-05 11:30:00,32.63,-91.7,35.32,-1.22,56.37,201.99,51.49,280.76,7204,625,1057,4801,24
2021-01-05 12:00:00,33.01,-40.3,35.31,0.61,56.8,171.54,57.12,268.77,7369,602,1033,4809,25
2021-01-05 12:30:00,36.08,-49.3,35.32,-9.09,52.62,183.08,63.78,261.76,7507,566,1017,4791,26
2021-01-05 13:00:00,36.31,-82.09,35.3,-2.6,83.7,157.9,82.36,246.7,7625,569,1009,4780,27
2021-01-05 13:30:00,38.08,-69.98,35.46,-13.64,112.85,159.99,93.44,276.78,7806,572,1009,4754,28
2021-01-05 14:00:00,33.51,-25.98,35.45,-26.45,81.44,172.7,102.6,282.88,8021,584,1012,4702,29
2021-01-05 14:30:00,33.02,-30.26,35.3,-17.19,109.23,157.76,112.75,295.3,8190,607,1018,4730,30
2021-01-05 15:00:00,34.98,-109.28,35.31,-5.39,114.7,168.37,111.95,288.42,8250,611,1034,4755,31
2021-01-05 15:30:00,33.99,-43.57,35.32,-12.5,90.46,163.32,110.15,283.77,8370,667,1064,4846,32
2021-01-05 16:00:00,38.51,-91.09,43.8,-7.57,101.85,163.7,106.21,297.64,8708,719,1090,4919,33
2021-01-05 16:30:00,36.82,-136.26,37.11,10.52,91.09,170.7,116.02,289.45,9076,846,1116,5018,34
2021-01-05 17:00:00,39.36,-70.95,36.58,19.96,85.67,174.53,115.23,291.55,9304,970,1158,5117,35
2021-01-05 17:30:00,38.62,11.2,36.36,17.98,69.39,181.8,109.91,279.05,9277,1110,1170,5123,36
2021-01-05 18:00:00,49.62,14.97,55.37,16.74,55.76,239.27,109.2,255.25,9371,1191,1191,5098,37
2021-01-05 18:30:00,62.11,16.93,35.32,18.02,47.96,246.15,104.29,253.46,9307,1282,1188,5053,38
2021-01-05 19:00:00,64.52,26.61,35.32,27.87,30.09,240.64,91.19,260.8,9128,1357,1177,5031,39
2021-01-05 19:30:00,54.67,31.98,35.42,33.35,14.29,223.64,95.94,229.57,8962,1417,1179,5005,40
2021-01-05 20:00:00,46.43,33.66,36.34,34.96,82.39,214.56,90.73,212.14,8867,1439,1172,5007,41
2021-01-05 20:30:00,43.04,33.84,35.72,34.26,71.79,204.86,78.04,216.87,8662,1446,1180,4989,42
2021-01-05 21:00:00,38.83,33.84,35.31,33.32,68.92,205.27,91.18,219.94,8382,1451,1167,4878,43
